Source Name,Mention Count,
heraldstandard.com,3,
kswo.com,3,
el-balad.com,3,
kvoa.com,3,
dailyadvance.com,3,
echo.msk.ru,3,
rueconomics.ru,3,
moultonadvertiser.com,3,
javedch.com,3,
dailyjournalonline.com,3,
arhperspectiva.ru,3,
huawei.com,3,
dailyherald.com,3,
fpri.org,3,
intelligencer.ca,3,
fox21news.com,3,
newjerseytelegraph.com,3,
vesti-ukr.com,3,
energy-reporters.com,3,
easternmirrornagaland.com,3,
turkiyegazetesi.com.tr,3,
lavenir.net,3,
dunya.com.pk,3,
chicagotribune.com,3,
theglobeandmail.com,3,
newsler.ru,3,
news.day.az,3,
onenewspage.com,3,
lematin.ch,3,
allkharkov.ua,3,
qianlong.com,3,
thenewsminute.com,3,
theindiapost.com,3,
gadgetsandtechnologynews.com,3,
sabah.com.tr,3,
eng.belta.by,3,
moneylife.in,3,
atimes.com,3,
poststar.com,3,
tazabek.kg,3,
asahi.com,3,
freemalaysiatoday.com,2,
postbulletin.com,2,
elmundo.com,2,
vmoldove.com,2,
denverpost.com,2,
eastoregonian.com,2,
longisland.com,2,
citytoday.news,2,
syrianownews.com,2,
sacbee.com,2,
hojemacau.com.mo,2,
yale.edu,2,
myhealthbowl.com,2,
capital.bg,2,
gulfeyes.net,2,
formulepoker.info,2,
irakna.com,2,
churchtimes.co.uk,2,
periodismotransversal.com,2,
securityassistance.org,2,
,2,
jomhourieslami.net,2,
ask.com,2,
hungarian.cri.cn,2,
coastaldigest.com,2,
jang.com.pk,2,
wbal.com,2,
shorouknews.com,2,
slovo.kg,2,
avapress.com,2,
theprint.in,2,
lalibre.be,2,
timesofisrael.com,2,
ibtimes.com,2,
lex18.com,2,
dcinno.streetwise.co,2,
taringa.net,2,
findlaw.com,2,
abpnews.abplive.in,2,
uaeinteract.com,2,
aktuel.com.tr,2,
fronteranews.com,2,
courant.com,2,
defencenews.in,2,
posta.com.tr,2,
echo.net.au,2,
cntv.ru,2,
insidethegames.biz,2,
worldne.ws,2,
foxbusiness.com,2,
tdn.com,2,
siliconrepublic.com,2,
uatoday.tv,2,
cemnet.com,2,
omsk.kp.ru,2,
sporx.com,2,
masdark.com,2,
zawya.com,2,
lmtonline.com,2,
argumenti.ru,2,
buzzstake.com,2,
dailyprogress.com,2,
interris.it,2,
southcarolinapublicradio.org,2,
ibnlive.com,2,
indoamerican-news.com,2,
vagazette.com,2,
borsagundem.com,2,
cxotoday.com,2,
lowyinterpreter.org,2,
wiscnews.com,2,
dailynht.com,2,
nationalinterest.org,2,
1koboafrica.com,2,
wek.ru,2,
thebull.com.au,2,
newsd.in,2,
caa-network.org,2,
news-sentinel.com,2,
moderntokyotimes.com,2,
tarunmitra.in,2,
rigzone.com,2,
borsamatik.com.tr,2,
azh.kz,2,
english.vov.vn,2,
news.com.au,2,
hanfordsentinel.com,2,
tri-cityherald.com,2,
xfinity.com,2,
floridastatesman.com,2,
news-front.info,2,
elections.uz,2,
prabhanews.com,2,
paradisepost.com,2,
aguasdigital.com,2,
espanol.cntv.cn,2,
montereyherald.com,2,
xalqqazeti.com,2,
svoboda.org,2,
dailypress.com,2,
1tvnews.af,2,
ashburndaily.com,2,
kozpost.com,2,
twocircles.net,2,
aif.ru,2,
ru.golos.ua,2,
lopinion.ma,2,
windowstorussia.com,2,
bursadabugun.com,2,
dw.com,2,
ots.at,2,
wn.com,2,
aiwaegypt.com,2,
paktribune.com,2,
moderntokyonews.com,2,
internetmedya.com,2,
ozodlik.org,2,
scmagazine.com,2,
newsheads.in,2,
momyznews.com,2,
newser.com,2,
azattyq.org,2,
salzburg24.at,2,
review.uz,2,
zuonline.ch,2,
gunes.com,2,
eldeber.com.bo,2,
contacto-latino.com,2,
pressofatlanticcity.com,2,
rizospastis.gr,2,
register-herald.com,2,
thenewslens.com,2,
brudirect.com,2,
notimex.gob.mx,2,
modbee.com,2,
kuwaittimes.net,2,
sondakika.com,2,
rappler.com,2,
gettysburgtimes.com,2,
vienna.at,2,
nasdaq.com,2,
tahrirnews.com,2,
almo5tasar.com,2,
crcconnection.com,2,
censor.net.ua,2,
hurriyet.com.tr,2,
top.rbc.ru,2,
assafir.com,2,
myplainview.com,2,
strategydriven.com,2,
iphonefresh.com,2,
infotel.ca,2,
railjournal.com,2,
theet.com,2,
hsbnoticias.com,2,
loopjamaica.com,2,
weeklytimesnow.com.au,2,
televisa.com,2,
bellanaija.com,2,
centredaily.com,2,
medyafaresi.com,2,
planoinformativo.com,2,
euractiv.com,2,
allgov.com,2,
aawsat.com,2,
whec.com,2,
democratherald.com,2,
chinarhyming.com,2,
dumsk.com,2,
panorama.am,2,
eco-business.com,2,
rtp.pt,2,
swarajyamag.com,2,
washingtonexaminer.com,2,
normangeestar.net,2,
afghanistan.ru,2,
nnov.kp.ru,2,
theeagle.com,2,
onaeg.com,2,
beyazgazete.com,2,
koha.mk,2,
latestly.com,2,
yamazaj.com,2,
tribdem.com,2,
arabic.cntv.cn,2,
journaldebrazza.com,2,
micetimes.asia,2,
24.com.eg,2,
prismanews.gr,2,
forbes.ru,2,
goldcoastbulletin.com.au,2,
rusplt.ru,2,
shoofee.ca,2,
chathamhouse.org,2,
poandpo.com,2,
huffingtonpost.in,2,
patrika.com,2,
princegeorgecitizen.com,2,
1prime.ru,2,
amtvmedia.com,2,
amandala.com.bz,2,
oane.ws,2,
coloradostar.com,2,
rian.com.ua,2,
bostonherald.com,2,
kentuckytoday.com,2,
lavoz.com.ar,2,
santiagotimes.cl,2,
opfblog.com,2,
jansatta.com,2,
buzzfeed.com,2,
finansgundem.com,2,
ippreview.com,2,
elbashayeronline.com,2,
525.az,2,
ourncr.com,2,
ren.tv,2,
krone.at,2,
mercurynews.com,2,
knews.kg,2,
investmentunderground.com,2,
morningstar.co.uk,2,
33live.ru,2,
yorktonnews.com,2,
federalregister.gov,2,
wkbw.com,2,
lillooetnews.net,2,
vchaspik.ua,2,
jpnews-sy.com,2,
eastbaytimes.com,2,
nwaonline.com,2,
thelakeandeswave.com,2,
eremnews.com,2,
breitbart.com,2,
haberexen.com,2,
riadagestan.ru,2,
diariodigital.sapo.pt,2,
dtoday.de,2,
odnakoj.ru,2,
proactiveinvestors.co.uk,2,
iz.ru,2,
radiomundial.com.ve,2,
bpnews.net,2,
irrawaddy.com,2,
graniru.org,2,
today.kz,2,
ta3.com,2,
vestikavkaza.ru,2,
nile.eg,2,
dcmetrotheaterarts.com,2,
in-cyprus.com,2,
siliconindia.com,2,
odishatv.in,2,
hongkongfp.com,2,
tagesanzeiger.ch,2,
theprovince.com,2,
deshgujarat.com,2,
24heures.ch,2,
ntnews.com.au,2,
brandonsun.com,2,
alwaqe3.com,2,
mytashkent.uz,2,
northeasttoday.in,2,
nybooks.com,2,
sun-sentinel.com,2,
citynews1130.com,2,
logistyka.wnp.pl,2,
prlog.org,2,
pattayamail.com,2,
thefiscaltimes.com,2,
spacewar.com,2,
idahostatesman.com,2,
alalam.ir,2,
newscame.com,2,
argus-press.com,2,
cambodiantimes.com,2,
quadrangleonline.com,2,
kaumudiglobal.com,2,
zsz.ch,2,
alsabaah.iq,2,
maysville-online.com,2,
nayaindia.com,2,
nanonews.org,2,
technuter.com,2,
dnevnik.bg,2,
finanzen.ch,2,
elpaisonline.com,2,
cheknews.ca,2,
nassaunewslive.com,2,
heraldgoa.in,2,
southernafrican.news,2,
ngcskyliner.com,2,
saamana.com,2,
metronews.ca,2,
bbc.co.uk,2,
artasiapacific.com,2,
gizpress.com,2,
vof.kg,2,
shippingtribune.com,2,
vancouversun.com,2,
punjabkesari.in,2,
nouvelobs.com,2,
spa.gov.sa,2,
champress.net,2,
wordpress.com,2,
geelongadvertiser.com.au,2,
elconfidencial.com,2,
nspm.rs,2,
portalemdia.com,2,
landbote.ch,2,
gdnonline.com,2,
echospb.ru,2,
korrespondent.net,2,
themalaysianreserve.com,2,
townsvillebulletin.com.au,2,
indepthnews.net,2,
risingkashmir.com,2,
gazeta.uz,2,
cadenaser.com,1,
beyazgundem.com,1,
vox.com,1,
en.egemen.kz,1,
wptv.com,1,
diploweb.com,1,
bta.bg,1,
hometownstations.com,1,
sdpnoticias.com,1,
newschannel6now.com,1,
tag911.ae,1,
newschannel5.com,1,
ecouterre.com,1,
pressbox.co.uk,1,
cbc.ca,1,
thefridaytimes.com,1,
wradio.com.co,1,
amur.kp.ru,1,
wbtw.com,1,
finandfeatherofashland.com,1,
sandiegouniontribune.com,1,
baltimorestar.com,1,
ufirms.ru,1,
mintpressnews.com,1,
echoofindia.com,1,
elperiodico.com.do,1,
thebricspost.com,1,
news.online.ua,1,
eldia.es,1,
bolsamania.com,1,
heights.com.pk,1,
unn.com.ua,1,
vsluh.ru,1,
wglt.org,1,
radiosvoboda.org,1,
avrupabulteni.com,1,
elkharttruth.com,1,
clevelandstar.com,1,
eastrussia.ru,1,
ottawacitizen.com,1,
bgr.in,1,
bellevision.com,1,
antaranews.com,1,
vsesmi.ru,1,
azerbaijan-news.az,1,
telemundochicago.com,1,
londonmercury.com,1,
thehour.com,1,
ttrweekly.com,1,
kplu.org,1,
notretemps.com,1,
elmethaq.net,1,
salaamgateway.com,1,
